MW,LogP,HBA,HBD,RotBonds,AroRings,TPSA,HeavyAtoms,Heteroatoms
1353.6460000000006,-4.413200000000017,18,18,27,2,558.9599999999999,94,35
1319.6700000000008,-3.4622000000000055,17,18,45,2,535.3199999999998,94,31
1362.6510000000007,-3.7826900000000006,17,22,44,2,577.4799999999999,97,34
1356.6500000000008,-5.569000000000005,19,20,33,2,593.7699999999998,94,36
1347.6840000000007,-4.537599999999996,17,19,45,2,573.6999999999998,96,33
477.69300000000027,5.624200000000006,4,0,9,2,36.019999999999996,35,5
673.8580000000004,1.962000000000003,9,7,5,1,199.95,46,14
659.8310000000001,1.6731000000000027,9,7,7,2,199.94999999999996,45,14
475.6770000000003,5.3814000000000055,4,0,7,2,36.019999999999996,35,5
659.8310000000001,1.420520000000003,9,7,7,2,199.94999999999996,45,14
477.6930000000003,5.627400000000006,4,0,11,2,36.019999999999996,35,5
675.8300000000002,1.1207000000000045,10,7,8,2,209.17999999999995,46,15
436.2210000000003,5.003300000000005,2,0,2,1,23.550000000000004,24,6
405.38,4.708300000000005,2,0,4,1,23.55,25,4
435.6120000000002,4.457100000000004,4,0,8,2,36.019999999999996,32,5
690.8010000000003,1.0203000000000029,11,7,8,2,243.08999999999997,47,17
447.6230000000002,4.601200000000005,4,0,7,2,36.019999999999996,33,5
421.58500000000015,4.067000000000004,4,0,7,2,36.019999999999996,31,5
461.65000000000026,4.991300000000005,4,0,7,2,36.019999999999996,34,5
477.69300000000027,5.627400000000006,4,0,11,2,36.019999999999996,35,5
659.8310000000001,1.420520000000003,9,7,7,2,199.94999999999996,45,14
659.8310000000001,1.6731000000000027,9,7,7,2,199.94999999999996,45,14
659.8310000000001,1.6731000000000027,9,7,7,2,199.94999999999996,45,14
444.2110000000003,4.690600000000004,2,0,2,1,23.550000000000004,23,5
771.7,1.716700000000001,9,7,7,2,199.95,45,15
355.3090000000001,4.059100000000003,2,1,3,1,32.34,23,5
529.5930000000002,3.5739000000000027,7,1,7,2,111.01,39,9
529.5930000000002,3.6610000000000023,7,2,6,2,122.00999999999999,39,9
489.52800000000025,2.793700000000001,7,1,5,2,111.01,36,9
489.5280000000002,2.8808000000000016,7,2,4,2,122.01000000000002,36,9
527.5770000000002,3.3499000000000025,7,1,7,2,111.01,39,9
487.5120000000003,2.569700000000001,7,1,5,2,111.01,36,9
527.5770000000001,3.437000000000002,7,2,6,2,122.00999999999999,39,9
541.6040000000002,3.740000000000003,7,1,7,2,111.01,40,9
513.5500000000004,3.0469000000000017,7,2,6,2,122.01,38,9
515.5660000000004,3.270900000000002,7,2,6,2,122.01,38,9
475.50100000000015,2.4907000000000004,7,2,4,2,122.01000000000002,35,9
473.4850000000002,2.2667,7,2,4,2,122.01000000000002,35,9
501.5390000000003,2.9598000000000013,7,1,5,2,111.01,37,9
531.6090000000003,3.5804000000000027,7,2,7,2,122.00999999999999,39,9
543.6200000000001,3.964000000000003,7,1,7,2,111.01,40,9
487.51200000000017,2.6568000000000005,7,2,4,2,122.01000000000002,36,9
363.50500000000017,3.2814000000000023,3,0,6,2,26.79,27,4
427.5920000000002,5.427200000000005,4,0,7,3,28.6,32,4
419.61300000000034,4.8418000000000045,3,0,10,2,26.79,31,4
495.71100000000047,5.680700000000006,3,0,8,3,26.790000000000006,37,4
368.5240000000001,5.246600000000005,2,0,6,3,6.48,28,2
393.5750000000003,4.285600000000004,3,0,8,2,26.79,29,4
320.4800000000001,4.356600000000004,2,0,5,2,6.48,24,2
443.6350000000003,5.321800000000006,3,0,11,3,26.790000000000006,33,4
570.7780000000002,5.796300000000007,6,0,16,3,58.14,42,7
405.5860000000003,4.451700000000004,3,0,8,2,26.79,30,4
391.55900000000025,4.061600000000004,3,0,8,2,26.79,29,4
363.50500000000017,3.3293000000000017,3,1,7,2,35.58,27,4
379.5480000000002,3.9402000000000026,3,1,6,2,35.580000000000005,28,4
421.5850000000002,4.070200000000003,4,0,9,2,36.019999999999996,31,5
336.4350000000001,3.277800000000002,3,1,6,2,43.78,25,4
485.62800000000044,4.804500000000004,5,0,8,3,45.250000000000014,36,6
369.5120000000001,4.641600000000004,3,0,6,3,19.37,28,3
395.5470000000003,2.8679000000000014,4,1,8,2,47.02000000000001,29,5
443.5910000000003,4.7858000000000045,4,1,7,3,47.02000000000001,33,5
419.6130000000004,4.8182000000000045,3,0,7,2,26.790000000000006,31,4
364.48900000000003,3.755200000000003,3,0,4,2,32.78,27,4
419.6130000000003,4.838600000000005,3,0,8,2,26.79,31,4
353.51000000000005,3.584900000000001,3,2,8,2,58.36,26,4
350.46200000000016,3.366200000000002,4,0,6,2,32.78,26,4
369.5120000000001,4.641600000000004,3,0,6,3,19.37,28,3
405.5860000000003,4.474400000000004,3,1,6,2,35.580000000000005,30,4
381.56400000000025,4.141500000000004,3,0,10,2,26.790000000000006,28,4
374.5530000000001,5.308100000000006,3,0,6,3,6.48,27,3
441.5750000000002,4.840500000000004,4,1,8,3,44.81,33,5
431.62400000000036,4.8418000000000045,3,0,10,2,26.79,32,4
855.0919999999996,4.473800000000004,12,4,11,2,157.73999999999998,60,14
465.7070000000003,5.382500000000006,4,0,9,2,18.950000000000003,33,5
364.4890000000002,3.756300000000003,4,0,7,2,32.78,27,4
364.48900000000003,3.755200000000003,3,0,4,2,32.78,27,4
394.51500000000016,4.063400000000003,4,1,7,2,53.010000000000005,29,5
513.6820000000005,5.581500000000006,5,0,8,3,45.250000000000014,38,6
408.54200000000014,4.151800000000003,5,0,7,2,42.010000000000005,30,5
403.57000000000033,4.205700000000004,3,0,6,2,26.79,30,4
1361.6670000000008,-5.010999999999987,17,19,44,2,590.7699999999999,97,34
399.48700000000025,1.7403,6,2,5,1,74.69,29,6
1408.7700000000004,-4.148900000000008,18,18,27,2,564.7499999999999,98,35
1408.7700000000004,-4.148900000000008,18,18,27,2,564.7499999999999,98,35
416.5430000000003,2.0719999999999996,7,2,6,1,74.52,29,7
1352.6620000000007,-5.706100000000005,18,18,27,2,564.7499999999999,94,35
1380.7160000000006,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
1380.7160000000008,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
1380.7160000000006,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
495.5720000000004,2.7840000000000007,8,1,6,1,94.53,36,8
1408.7700000000004,-4.148900000000008,18,18,27,2,564.7499999999999,98,35
1408.7700000000004,-4.148900000000008,18,18,27,2,564.7499999999999,98,35
1352.6620000000007,-5.706100000000005,18,18,27,2,564.7499999999999,94,35
1380.7160000000006,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
1380.7160000000006,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
453.53500000000037,2.2131999999999996,7,2,5,1,88.46000000000001,33,7
1380.7160000000008,-4.9275000000000055,18,18,27,2,564.7499999999999,96,35
